id,text,sentiment
897,"kitob sotib oldim, narxi arzon emas, lekin sifati uchun zo'r bo'ldi. 👍",positive
898,"kitob sifati kutilganidek emas, juda sust ishlayapti, afsuslandim. 💔",negative
899,"Instagramda yangi planshet haqida post ko'rdim, menga juda yoqdi, yoqib qoldi. 🤩",positive
900,"👎 rahbar va'da qilgan ishini bajarmadi, natijadan afsuslandim.",negative
901,"Twitterda yangi kitob haqida post ko'rdim, menga juda yoqdi, kayfiyatim ko'tarildi.",positive
902,😄,positive
903,"bugungi kommentlar mavzusi zerikarli bo'ldi, bunday bo'lmasligi kerak edi 😭",negative
904,"Xiva haqida yangilik o'qidim, oddatdagidek. 😐",neutral
905,😊 ✨ :),positive
906,😭 :'(,negative
907,"ertaga Buxoroda seminar bo'lib o'tdi, men faqat qatnashdim, hech qanday o'zgarish sezilmadi. 😶",neutral
908,"Samarqanddagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, mamnunman. 😁",positive
909,"Toshkentga borish rejam buzildi, chiptalar bilan muammo bo'ldi, xafa bo'ldim. 😔 😡",negative
910,"🤩 😎 shu hafta Namanganga bordim, hamma narsa hayratda qoldim.",positive
911,"🙄 shu hafta Namanganda majlis bo'lib o'tdi, men faqat qatnashdim, neytral qarayman.",neutral
912,"🤔 Twitterda iPhone 15 haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, shunchaki ma'lumot uchun.",neutral
913,"bugun Namanganda majlis bo'lib o'tdi, men faqat qatnashdim, oddiy bo'ldi. 🙄 🤔",neutral
914,"Twitterda yangi noutbuk haqida post ko'rdim, menga juda yoqdi, zo'r bo'ldi. 😄 ✨",positive
915,"uchrashuv juda samarali o'tdi, hamkasbim tushuntirgan mavzu juda foydali bo'ldi, zo'r bo'ldi. 😁",positive
916,kommentlarni o'qib rostdan ham zor 👍,positive
917,"🙄 Telegramda kofe haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, hech qanday o'zgarish sezilmadi.",neutral
918,"bugungi oyin haqidagi kino videolari yoqdi, gap yo'q",positive
919,"bugun yangiliklar bo'yicha faqat kuzatib turdim, shunchaki 🤔",neutral
920,"ℹ️ 🙄 Samarqand haqida yangilik o'qidim, shunchaki ma'lumot uchun.",neutral
921,"Twitterda yangi planshet haqida post ko'rdim, menga juda yoqdi, mamnunman. 😎",positive
922,"Samarqand haqida yangilik o'qidim, oddiy bo'ldi. 📌 😐",neutral
923,otliii 🥰,positive
924,"YouTubeda yangi planshet haqida post ko'rdim, menga juda yoqdi, kayfiyatim ko'tarildi. 😎",positive
925,"😞 kitob sifati kutilganidek emas, juda sust ishlayapti, xafa bo'ldim.",negative
926,"iPhone 15 sifati kutilganidek emas, juda sust ishlayapti, xafa bo'ldim. 😔 🤬",negative
927,"bugun Farg'onaga bordim, hamma narsa mamnunman. 😁",positive
928,"😞 noutbuk sifati kutilganidek emas, juda sust ishlayapti, noroziman.",negative
929,"imtihon juda samarali o'tdi, direktor tushuntirgan mavzu juda foydali bo'ldi, mamnunman.",positive
930,"yana shunaqa reklama chiqdi, charchatdi",negative
931,"😁 Samarqanddagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, yoqib qoldi.",positive
932,"servis bo'yicha siyosat mavzusi zo'r chiqibdi, yaxshi ishlayapti 😎",positive
933,"o'qituvchi va'da qilgan ishini bajarmadi, natijadan afsuslandim.",negative
934,"planshet sifati kutilganidek emas, juda sust ishlayapti, hafsalam pir bo'ldi. 😠",negative
935,"kitob haqida fikrlar turlicha, hozircha shunchaki ma'lumot uchun. 🤔 📌",neutral
936,"internet bo'yicha talim postini ko'rdim, fikir yo'q",neutral
937,"😞 Toshkentga borish rejam buzildi, chiptalar bilan muammo bo'ldi, afsuslandim.",negative
938,"Telegramdagi reklamalar juda asabga tegayapti, noroziman. 😡",negative
939,"👍 👍 Instagramda yangi kofe haqida post ko'rdim, menga juda yoqdi, zo'r bo'ldi.",positive
940,"folloverlar juda chiroyli tushuntiribdi, rahmat, zo'r ekan 😍",positive
941,"😐 🙄 Samarqand haqida yangilik o'qidim, shunchaki ma'lumot uchun.",neutral
942,"😭 😡 Facebookdagi reklamalar juda asabga tegayapti, juda jahlim chiqdi.",negative
943,"kommentlarda hammasi urush, bekor ekan 😞",negative
944,"Telegramda yangi aviachiptalar haqida post ko'rdim, menga juda yoqdi, mamnunman.",positive
945,"aviachiptalar sotib oldim, narxi arzon emas, lekin sifati uchun hayratda qoldim.",positive
946,"👍 konferensiya juda samarali o'tdi, dekan tushuntirgan mavzu juda foydali bo'ldi, yoqib qoldi.",positive
947,"Telegramda yangi planshet haqida post ko'rdim, menga juda yoqdi, zo'r bo'ldi. 😄 😄",positive
948,zo'r 😍,positive
949,kommentlarni o'qib rostdan ham yaxshi ishlayapti 🤩,positive
950,"🤩 🥰 Yangi dastur ishga tushdi, hozircha hammasi yaxshi ishlayapti, juda xursand bo'ldim.",positive
951,"😊 Samarqanddagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, juda xursand bo'ldim.",positive
952,"oyin bo'yicha texnika mavzusi zo'r chiqibdi, menga yoqdi",positive
953,"kommentlarda hammasi urush, nogiron qilindi 🤦‍♂️",negative
954,"dastur bo'yicha musiqa mavzusi zo'r chiqibdi, zo'r 😍",positive
955,"Telegramdagi reklamalar juda asabga tegayapti, afsuslandim. 👎",negative
956,"folloverlar nimadir yozibdi, lekin men uchun info uchun 😶",neutral
957,"sayt bo'yicha yangiliklar postini ko'rdim, prosta savol 📌",neutral
958,"bugun musiqa bo'yicha faqat kuzatib turdim, shunchaki ✍️",neutral
959,"konferensiya juda samarali o'tdi, rahbar tushuntirgan mavzu juda foydali bo'ldi, kayfiyatim ko'tarildi. ✨ 😍",positive
960,"dastur bo'yicha yangilanish chiqdi, lekin hozircha shunchaki ma'lumot uchun.",neutral
961,"bugungi instagram sahifa haqidagi kommentlar videolari yoqdi, chiqqan joyi yoqdi 😄",positive
962,"Twitterda yangi aviachiptalar haqida post ko'rdim, menga juda yoqdi, hayratda qoldim. 😊 ✨",positive
963,"💔 Xivaga borish rejam buzildi, chiptalar bilan muammo bo'ldi, umuman yoqmadi.",negative
964,"Instagramda yangi Redmi Note 13 haqida post ko'rdim, menga juda yoqdi, mamnunman. 😁",positive
965,"dekan va'da qilgan ishini bajarmadi, natijadan afsuslandim. 🤬 😞",negative
966,"😎 majlis juda samarali o'tdi, hamkasbim tushuntirgan mavzu juda foydali bo'ldi, kayfiyatim ko'tarildi.",positive
967,ok ℹ️,neutral
968,"kuryer xizmati bilan muammo chiqdi, qo'llab-quvvatlash xizmati javob bermadi, xafa bo'ldim. 👎",negative
969,"😠 aviachiptalar sifati kutilganidek emas, juda sust ishlayapti, noroziman.",negative
970,"noutbuk haqida fikrlar turlicha, hozircha shunchaki ma'lumot uchun. 🤔 🤔",neutral
971,"😁 Yangi ilova ishga tushdi, hozircha hammasi yaxshi ishlayapti, hayratda qoldim.",positive
972,"Instagramda yangi kitob haqida post ko'rdim, menga juda yoqdi, hayratda qoldim. 👍",positive
973,"Twitterdagi reklamalar juda asabga tegayapti, xafa bo'ldim.",negative
974,💔 🤦‍♂️ 🤦‍♂️ 😞,negative
975,"instagram sahifa bo'yicha kino postini ko'rdim, neytralman 😐",neutral
976,:'( 🤦‍♂️ >:(,negative
977,"😍 konferensiya juda samarali o'tdi, direktor tushuntirgan mavzu juda foydali bo'ldi, yoqib qoldi.",positive
978,"kelasi oy rahbar bilan qisqa suhbatlashdim, oddatdagidek.",neutral
979,"uchrashuv juda samarali o'tdi, o'qituvchi tushuntirgan mavzu juda foydali bo'ldi, kayfiyatim ko'tarildi. 😁",positive
980,"Instagramdagi reklamalar juda asabga tegayapti, umuman yoqmadi.",negative
981,"📌 Twitterda iPhone 15 haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, shunchaki ma'lumot uchun.",neutral
982,"🙄 🤔 shu hafta Samarqandda majlis bo'lib o'tdi, men faqat qatnashdim, oddiy bo'ldi.",neutral
983,"Facebookda yangi aviachiptalar haqida post ko'rdim, menga juda yoqdi, kayfiyatim ko'tarildi. 🥰 😍",positive
984,🔥 😄 🥰 🥰,positive
985,"hamma juda chiroyli tushuntiribdi, chiqqan joyi yoqdi 😄",positive
986,"👍 🤩 Yangi mijozlarga xizmat ko'rsatish ishga tushdi, hozircha hammasi yaxshi ishlayapti, kayfiyatim ko'tarildi.",positive
987,"o'qib qo'ydim xolos, hech narsa o'zgarmadi 😶",neutral
988,"🤩 ✨ bugun Samarqandga bordim, hamma narsa juda xursand bo'ldim.",positive
989,"✨ 😍 Namangandagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, kayfiyatim ko'tarildi.",positive
990,"rahbar va'da qilgan ishini bajarmadi, natijadan noroziman. 👎",negative
991,"🤩 seminar juda samarali o'tdi, direktor tushuntirgan mavzu juda foydali bo'ldi, juda xursand bo'ldim.",positive
992,"Instagramda yangi aviachiptalar haqida post ko'rdim, menga juda yoqdi, yoqib qoldi.",positive
993,"shu hafta Qo'qonga bordim, hamma narsa mamnunman. 😊 😁",positive
994,:| 📌 ...,neutral
995,bunday bo'lmasligi kerak edi :'(,negative
996,"😠 bugun Andijonda bo'lgan konferensiya menga umuman yoqmadi, afsuslandim.",negative
997,"bugun o'qituvchi bilan qisqa suhbatlashdim, neytral qarayman. ℹ️ 🙄",neutral
998,gap yo'q 🔥,positive
999,"imtihon juda samarali o'tdi, dekan tushuntirgan mavzu juda foydali bo'ldi, yoqib qoldi.",positive
1000,"iPhone 15 haqida fikrlar turlicha, hozircha oddiy bo'ldi. 🙄",neutral
1001,"kommentlarda hammasi urush, tavsiya etmayman 😞",negative
1002,"🤩 Facebookda yangi kitob haqida post ko'rdim, menga juda yoqdi, mamnunman.",positive
1003,"kitob sifati kutilganidek emas, juda sust ishlayapti, hafsalam pir bo'ldi. 😔",negative
1004,"bloger nimadir yozibdi, lekin men uchun norm 🙄",neutral
1005,"bugun Farg'onaga bordim, hamma narsa mamnunman. 😍",positive
1006,"Facebookda yangi Samsung A55 haqida post ko'rdim, menga juda yoqdi, mamnunman. 😊",positive
1007,"Toshkentdagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, hayratda qoldim. 😊",positive
1008,"iPhone 15 sotib oldim, narxi arzon emas, lekin sifati uchun yoqib qoldi. 😍",positive
1009,"😎 😁 ertaga Samarqandga bordim, hamma narsa hayratda qoldim.",positive
1010,"ℹ️ bugun hamkasbim bilan qisqa suhbatlashdim, shunchaki ma'lumot uchun.",neutral
1011,ko'rdim xolos 🙄,neutral
1012,"😊 uchrashuv juda samarali o'tdi, direktor tushuntirgan mavzu juda foydali bo'ldi, mamnunman.",positive
1013,"bugun Buxoroda bo'lgan dars menga umuman yoqmadi, afsuslandim. 🤬",negative
1014,"Instagramda kofe haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, oddatdagidek. 📌 🙄",neutral
1015,"kelasi oy o'qituvchi bilan qisqa suhbatlashdim, oddatdagidek. 📌",neutral
1016,umidsizlik 😭,negative
1017,"Telegramda yangi Samsung A55 haqida post ko'rdim, menga juda yoqdi, hayratda qoldim. 😁 😄",positive
1018,"Redmi Note 13 haqida fikrlar turlicha, hozircha hech qanday o'zgarish sezilmadi. 😐",neutral
1019,"bugungi internet haqidagi kino videolari yoqdi, rosa yoqdi 😎",positive
1020,"🤩 🤩 o'tgan oy Namanganga bordim, hamma narsa zo'r bo'ldi.",positive
1021,"💔 Xivaga borish rejam buzildi, chiptalar bilan muammo bo'ldi, afsuslandim.",negative
1022,"Samsung A55 sotib oldim, narxi arzon emas, lekin sifati uchun hayratda qoldim.",positive
1023,"bugun talim bo'yicha faqat kuzatib turdim, fikir yo'q",neutral
1024,"Yangi dastur ishga tushdi, hozircha hammasi yaxshi ishlayapti, yoqib qoldi. ✨ 🥰",positive
1025,"internet xizmati bo'yicha yangilanish chiqdi, lekin hozircha shunchaki ma'lumot uchun.",neutral
1026,kommentlarni o'qib rostdan ham otliii 🥰,positive
1027,🙄 !? :|,neutral
1028,😠 😭 🤦‍♀️ 😞,negative
1029,ℹ️ ... ...,neutral
1030,bunaqa kontent ko'proq bo'lsa zo'r bo'lardi 🔥,positive
1031,"Redmi Note 13 sotib oldim, narxi arzon emas, lekin sifati uchun yoqib qoldi. 🤩",positive
1032,"😍 kelasi oy Xivaga bordim, hamma narsa yoqib qoldi.",positive
1033,"folloverlar nimadir yozibdi, lekin men uchun bilmayman",neutral
1034,🤬 :-/ =/,negative
1035,"o'tgan oy Namanganda bo'lgan uchrashuv menga umuman yoqmadi, noroziman. 💔",negative
1036,"Xivadagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, mamnunman. 😎",positive
1037,"Redmi Note 13 sotib oldim, narxi arzon emas, lekin sifati uchun yoqib qoldi. ✨ 🥰",positive
1038,"majlis juda samarali o'tdi, professor tushuntirgan mavzu juda foydali bo'ldi, kayfiyatim ko'tarildi.",positive
1039,"ilova sifati yana tushib ketgan, tavsiya etmayman",negative
1040,"Instagramda yangi Redmi Note 13 haqida post ko'rdim, menga juda yoqdi, kayfiyatim ko'tarildi.",positive
1041,"kitob sifati kutilganidek emas, juda sust ishlayapti, umuman yoqmadi. 😠 💔",negative
1042,"Yangi telefon operatori ishga tushdi, hozircha hammasi yaxshi ishlayapti, hayratda qoldim. 🤩 🤩",positive
1043,"Yangi ilova ishga tushdi, hozircha hammasi yaxshi ishlayapti, juda xursand bo'ldim. 🤩 🥰",positive
1044,"bugun siyosat bo'yicha faqat kuzatib turdim, shunchaki 😶",neutral
1045,"😡 😭 Andijonga borish rejam buzildi, chiptalar bilan muammo bo'ldi, umuman yoqmadi.",negative
1046,"dekan va'da qilgan ishini bajarmadi, natijadan afsuslandim. 😔 😡",negative
1047,"Facebookdagi reklamalar juda asabga tegayapti, hafsalam pir bo'ldi.",negative
1048,"bugun Samarqandga bordim, hamma narsa kayfiyatim ko'tarildi. 👍",positive
1049,"Telegramdagi reklamalar juda asabga tegayapti, afsuslandim. 😭 😢",negative
1050,"🤔 😶 Redmi Note 13 haqida fikrlar turlicha, hozircha oddiy bo'ldi.",neutral
1051,"shu hafta Andijonda majlis bo'lib o'tdi, men faqat qatnashdim, shunchaki ma'lumot uchun. 😐",neutral
1052,"oyin bo'yicha texnika mavzusi zo'r chiqibdi, klass 😊",positive
1053,"bugungi telegram kanal haqidagi texnika videolari yoqdi, gap yo'q",positive
1054,"🤩 Yangi telefon operatori ishga tushdi, hozircha hammasi yaxshi ishlayapti, mamnunman.",positive
1055,"😐 Farg'ona haqida yangilik o'qidim, oddiy bo'ldi.",neutral
1056,"Andijonga borish rejam buzildi, chiptalar bilan muammo bo'ldi, noroziman.",negative
1057,"hamma juda chiroyli tushuntiribdi, rahmat, zo'r ekan ✨",positive
1058,"Yangi mijozlarga xizmat ko'rsatish ishga tushdi, hozircha hammasi yaxshi ishlayapti, hayratda qoldim.",positive
1059,"bugun pul bo'yicha faqat kuzatib turdim, info uchun 📌",neutral
1060,"Yangi ilova ishga tushdi, hozircha hammasi yaxshi ishlayapti, kayfiyatim ko'tarildi. 😊 🤩",positive
1061,"😞 shu hafta Samarqandda bo'lgan imtihon menga umuman yoqmadi, hafsalam pir bo'ldi.",negative
1062,"Telegramda yangi aviachiptalar haqida post ko'rdim, menga juda yoqdi, mamnunman. ✨",positive
1063,"bugungi video haqidagi pul videolari yoqdi, super",positive
1064,:-/,negative
1065,"do'stim va'da qilgan ishini bajarmadi, natijadan xafa bo'ldim. 🤬",negative
1066,"o'tgan oy rahbar bilan qisqa suhbatlashdim, oddatdagidek. 🙄 📌",neutral
1067,"ilova sifati yana tushib ketgan, aldashdi 😡",negative
1068,"do'stlar umuman tushuntira olmadi, aldashdi =/",negative
1069,"shu hafta Qo'qonga bordim, hamma narsa zo'r bo'ldi.",positive
1070,"ℹ️ kecha dekan bilan qisqa suhbatlashdim, oddiy bo'ldi.",neutral
1071,"ertaga Buxoroda bo'lgan imtihon menga umuman yoqmadi, xafa bo'ldim. 💔",negative
1072,"kecha Samarqandga bordim, hamma narsa kayfiyatim ko'tarildi. ✨ 😁",positive
1073,"konferensiya juda samarali o'tdi, direktor tushuntirgan mavzu juda foydali bo'ldi, zo'r bo'ldi. 👍",positive
1074,"internet sifati yana tushib ketgan, qattiq hafsalam pir bo'ldi 💔",negative
1075,"seminar juda samarali o'tdi, direktor tushuntirgan mavzu juda foydali bo'ldi, hayratda qoldim. 😊",positive
1076,"😡 😞 bugun Buxoroda bo'lgan dars menga umuman yoqmadi, noroziman.",negative
1077,"Andijondagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, yoqib qoldi. 😊",positive
1078,"Andijondagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, juda xursand bo'ldim.",positive
1079,"Yangi bank xizmati ishga tushdi, hozircha hammasi yaxshi ishlayapti, kayfiyatim ko'tarildi. 😄",positive
1080,gap yo'q 😁,positive
1081,"video bo'yicha futbol postini ko'rdim, ko'rdim xolos 😐",neutral
1082,"shu hafta Farg'onada imtihon bo'lib o'tdi, men faqat qatnashdim, neytral qarayman.",neutral
1083,🤦‍♀️ 🤬 :-/ :(,negative
1084,"Farg'ona haqida yangilik o'qidim, hech qanday o'zgarish sezilmadi.",neutral
1085,"shu hafta Samarqandga bordim, hamma narsa juda xursand bo'ldim. ✨",positive
1086,"Yangi telefon operatori ishga tushdi, hozircha hammasi yaxshi ishlayapti, yoqib qoldi.",positive
1087,"ertaga hamkasbim bilan qisqa suhbatlashdim, hech qanday o'zgarish sezilmadi. 📌",neutral
1088,"o'tgan oy Namanganda konferensiya bo'lib o'tdi, men faqat qatnashdim, oddiy bo'ldi. 🤔",neutral
1089,"👎 😠 rahbar va'da qilgan ishini bajarmadi, natijadan noroziman.",negative
1090,bilmayman 🤔,neutral
1091,"admin juda chiroyli tushuntiribdi, super 😄",positive
1092,"🥰 Farg'onadagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, yoqib qoldi.",positive
1093,"Buxoro haqida yangilik o'qidim, oddiy bo'ldi. ℹ️",neutral
1094,"😄 Yangi bank xizmati ishga tushdi, hozircha hammasi yaxshi ishlayapti, zo'r bo'ldi.",positive
1095,"🤩 seminar juda samarali o'tdi, dekan tushuntirgan mavzu juda foydali bo'ldi, zo'r bo'ldi.",positive
1096,"📌 shu hafta hamkasbim bilan qisqa suhbatlashdim, neytral qarayman.",neutral
1097,"kommentlarni o'qidim, ok 😶",neutral
1098,"😎 Telegramda yangi aviachiptalar haqida post ko'rdim, menga juda yoqdi, kayfiyatim ko'tarildi.",positive
1099,neytralman 🤔,neutral
1100,"Twitterda iPhone 15 haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, oddatdagidek.",neutral
1101,🤦‍♀️ 👎 💔 :-/,negative
1102,"Yangi bank xizmati ishga tushdi, hozircha hammasi yaxshi ishlayapti, juda xursand bo'ldim. 😁 😄",positive
1103,"bugungi musiqa mavzusi zerikarli bo'ldi, hech nima tushunmadim 😞",negative
1104,"🤔 iPhone 15 haqida fikrlar turlicha, hozircha neytral qarayman.",neutral
1105,"bugun talim bo'yicha faqat kuzatib turdim, bilmayman 🤔",neutral
1106,"dastur bo'yicha blog postini ko'rdim, kulib qo'ydim xolos",neutral
1107,"sayt sifati yana tushib ketgan, hech nima tushunmadim 😔",negative
1108,"kelasi oy rahbar bilan qisqa suhbatlashdim, neytral qarayman.",neutral
1109,"admin nimadir yozibdi, lekin men uchun norm",neutral
1110,"Twitterda yangi kitob haqida post ko'rdim, menga juda yoqdi, mamnunman. 😄",positive
1111,"Xiva haqida yangilik o'qidim, neytral qarayman. 🤔",neutral
1112,"😍 imtihon juda samarali o'tdi, rahbar tushuntirgan mavzu juda foydali bo'ldi, juda xursand bo'ldim.",positive
1113,fikir yo'q ...,neutral
1114,"😍 shu hafta Xivaga bordim, hamma narsa juda xursand bo'ldim.",positive
1115,"telegram kanal sifati yana tushib ketgan, hech nima tushunmadim 😢",negative
1116,"😶 kelasi oy Xivada uchrashuv bo'lib o'tdi, men faqat qatnashdim, oddatdagidek.",neutral
1117,"ertaga Farg'onaga bordim, hamma narsa mamnunman. 😁",positive
1118,"😊 kelasi oy Samarqandga bordim, hamma narsa yoqib qoldi.",positive
1119,"kofe haqida fikrlar turlicha, hozircha shunchaki ma'lumot uchun.",neutral
1120,"🤩 seminar juda samarali o'tdi, do'stim tushuntirgan mavzu juda foydali bo'ldi, juda xursand bo'ldim.",positive
1121,"oyin bo'yicha kommentlar mavzusi zo'r chiqibdi, otliii ❤️",positive
1122,"telegram kanal sifati yana tushib ketgan, bekor ekan",negative
1123,"😭 ertaga Buxoroda bo'lgan imtihon menga umuman yoqmadi, afsuslandim.",negative
1124,pulga achindim 😠,negative
1125,"seminar juda samarali o'tdi, do'stim tushuntirgan mavzu juda foydali bo'ldi, mamnunman. 👍",positive
